upgradeName,Korean,English
CatF_0_More_Damage_02,"Sharp Claws",
CatF_0_More_Projectile_01,"More Cats",
CatF_0_More_Projectile_02,"More Cats",
CatF_0_More_Projectile_03,"More Cats",
CatF_0_Synergy,"Cat Army!",
CatF_1_Acquire,"Cat Attack!",
CatF_1_More_Damage_01,"Sharp Claws",
CatF_1_More_Damage_02,"Sharp Claws",
CatF_1_More_Projectile_01,"More Cats",
CatF_1_More_Projectile_02,"More Cats",
CatF_1_More_Projectile_03,"More Cats",
CatF_1_Synergy,"Cat Army!",
CatF_2_Acquire,"Cat Attack!",
CatF_2_More_Damage_01,"Sharp Claws",
CatF_2_More_Damage_02,"Sharp Claws",
CatF_2_More_Projectile_01,"More Cats",
CatF_2_More_Projectile_02,"More Cats",
CatF_2_More_Projectile_03,"More Cats",
CatF_2_Synergy,"Cat Army!",
CowboyF_0_Acquire,"Bang Bang!",
CowboyF_0_Less_CoolTime_1,"Faster Reload",
CowboyF_0_Less_CoolTime_2,"Faster Reload",
CowboyF_0_More_Damage_1,"Damage Up",
CowboyF_0_More_Damage_2,"Damage Up",
CowboyF_0_More_Projectile,"+1 Bullet",
CowboyF_0_Synergy,"Dual Guns!",
CowboyF_1_Acquire,"Bang Bang!",
CowboyF_1_Less_CoolTime_1,"Faster Reload",
CowboyF_1_Less_CoolTime_2,"Faster Reload",
CowboyF_1_More_Damage_1,"Damage Up",
CowboyF_1_More_Damage_2,"Damage Up",
CowboyF_1_More_Projectile,"+1 Bullet",
CowboyF_1_Synergy,"Dual Guns!",
CowboyF_2_Acquire,"Bang Bang!",
CowboyF_2_Less_CoolTime_1,"Faster Reload",
CowboyF_2_Less_CoolTime_2,"Faster Reload",
CowboyF_2_More_Damage_1,"Damage Up",
CowboyF_2_More_Damage_2,"Damage Up",
CowboyF_2_More_Projectile,"+1 Bullet",
CowboyF_2_Synergy,"Dual Guns!",
Fire_0_Acquire,"총알 공격!",
Fire_0_Less_CoolTime_1,"쿨타임 감소",
Fire_0_Less_CoolTime_2,"쿨타임 감소",
Fire_0_More_Damage_1,"데미지 증가",
Fire_0_More_Damage_2,"데미지 증가",
Fire_0_More_Projectile,"총알 추가",
Fire_0_Synergy,"쌍권총!",
Fire_1_Acquire,"총알 공격!",
Fire_1_Less_CoolTime_1,"쿨타임 감소",
Fire_1_Less_CoolTime_2,"쿨타임 감소",
Fire_1_More_Damage_1,"데미지 증가",
Fire_1_More_Damage_2,"데미지 증가",
Fire_1_More_Projectile,"총알 추가",
Fire_1_Synergy,"쌍권총!",
Fire_2_Acquire,"총알 공격!",
Fire_2_Less_CoolTime_1,"쿨타임 감소",
Fire_2_Less_CoolTime_2,"쿨타임 감소",
Fire_2_More_Damage_1,"데미지 증가",
Fire_2_More_Damage_2,"데미지 증가",
Fire_2_More_Projectile,"총알 추가",
Fire_2_Synergy,"쌍권총!",
Fire_3_Acquire,"총알 공격!",
Fire_3_Less_CoolTime_1,"쿨타임 감소",
Fire_3_Less_CoolTime_2,"쿨타임 감소",
Fire_3_More_Damage_1,"데미지 증가",
Fire_3_More_Damage_2,"데미지 증가",
Fire_3_More_Projectile,"총알 추가",
Fire_3_Synergy,"쌍권총!",
Fire_4_Acquire,"총알 공격!",
Fire_4_Less_CoolTime_1,"쿨타임 감소",
Fire_4_Less_CoolTime_2,"쿨타임 감소",
Fire_4_More_Damage_1,"데미지 증가",
Fire_4_More_Damage_2,"데미지 증가",
Fire_4_More_Projectile,"총알 추가",
Fire_4_Synergy,"쌍권총!",
Fire_Acquire,"권총 공격!",
Fire_Less_CoolTime_1,"더 빠른 사격!",
Fire_Less_CoolTime_2,"더 빠른 사격!",
Fire_More_Damage_1,"데미지 20 증가",
Fire_More_Damage_2,"데미지 20 증가",
Fire_More_Projectile,"3개의 총알!",
Fire_Synergy,"두 개의 권총",
Garlic_0_Acquire,"음악 공격!",
Garlic_0_Bigger_Size_1,"더 넓은 
범위 공격",
Garlic_0_Bigger_Size_2,"더 넓은 
범위 공격",
Garlic_0_Bigger_Size_3,"더 넓은 
범위 공격",
Garlic_0_KnockBackUp_1,"낙백 확률 증가",
Garlic_0_KnockBackUp_2,"낙백 확률 증가",
Garlic_0_Synergy,"더 빠른 
음악 공격",
Garlic_1_Acquire,"음악 공격!",
Garlic_1_Bigger_Size_1,"더 넓은 
범위 공격",
Garlic_1_Bigger_Size_2,"더 넓은 
범위 공격",
Garlic_1_Bigger_Size_3,"더 넓은 
범위 공격",
Garlic_1_KnockBackUp_1,"낙백 확률 증가",
Garlic_1_KnockBackUp_2,"낙백 확률 증가",
Garlic_1_Synergy,"더 빠른 
음악 공격",
Garlic_2_Acquire,"음악 공격!",
Garlic_2_Bigger_Size_1,"더 넓은 
범위 공격",
Garlic_2_Bigger_Size_2,"더 넓은 
범위 공격",
Garlic_2_Bigger_Size_3,"더 넓은 
범위 공격",
Garlic_2_KnockBackUp_1,"낙백 확률 증가",
Garlic_2_KnockBackUp_2,"낙백 확률 증가",
Garlic_2_Synergy,"더 빠른 
음악 공격",
Garlic_3_Acquire,"음악 공격!",
Garlic_3_Bigger_Size_1,"더 넓은 
범위 공격",
Garlic_3_Bigger_Size_2,"더 넓은 
범위 공격",
Garlic_3_Bigger_Size_3,"더 넓은 
범위 공격",
Garlic_3_KnockBackUp_1,"낙백 확률 증가",
Garlic_3_KnockBackUp_2,"낙백 확률 증가",
Garlic_3_Synergy,"더 빠른 
음악 공격",
Garlic_4_Acquire,"음악 공격!",
Garlic_4_Bigger_Size_1,"더 넓은 
범위 공격",
Garlic_4_Bigger_Size_2,"더 넓은 
범위 공격",
Garlic_4_Bigger_Size_3,"더 넓은 
범위 공격",
Garlic_4_KnockBackUp_1,"낙백 확률 증가",
Garlic_4_KnockBackUp_2,"낙백 확률 증가",
Garlic_4_Synergy,"더 빠른 
음악 공격",
GuitarF_0_Acquire,"Music Attack!",
GuitarF_0_Bigger_Size_1,"Wider Range",
GuitarF_0_Bigger_Size_2,"Wider Range",
GuitarF_0_Bigger_Size_3,"Wider Range",
GuitarF_0_KnockBackUp_1,"More Knockback",
GuitarF_0_KnockBackUp_2,"More Knockback",
GuitarF_0_Synergy,"Guitar God!",
GuitarF_1_Acquire,"Music Attack!",
GuitarF_1_Bigger_Size_1,"Wider Range",
GuitarF_1_Bigger_Size_2,"Wider Range",
GuitarF_1_Bigger_Size_3,"Wider Range",
GuitarF_1_KnockBackUp_1,"More Knockback",
GuitarF_1_KnockBackUp_2,"More Knockback",
GuitarF_1_Synergy,"Guitar God!",
GuitarF_2_Acquire,"Music Attack!",
GuitarF_2_Bigger_Size_1,"Wider Range",
GuitarF_2_Bigger_Size_2,"Wider Range",
GuitarF_2_Bigger_Size_3,"Wider Range",
GuitarF_2_KnockBackUp_1,"More Knockback",
GuitarF_2_KnockBackUp_2,"More Knockback",
GuitarF_2_Synergy,"Guitar God!",
Hammer_0_Acquire,"맞으면 부끄러운",
Hammer_0_Fast_Attack_01,"데미지 증가",
Hammer_0_Knockback_01,"낙백 확률 증가",
Hammer_0_More_Damage_01,"데미지 증가",
Hammer_0_More_Damage_02,"데미지 증가",
Hammer_0_MultiAttack,"앞 뒤로 공격!",
Hammer_0_Synergy,"양쪽으로 커다란",
Hammer_1_Acquire,"맞으면 부끄러운",
Hammer_1_Fast_Attack_01,"데미지 증가",
Hammer_1_Knockback_01,"낙백 확률 증가",
Hammer_1_More_Damage_01,"데미지 증가",
Hammer_1_More_Damage_02,"데미지 증가",
Hammer_1_MultiAttack,"앞 뒤로 공격!",
Hammer_1_Synergy,"양쪽으로 커다란",
Hammer_2_Acquire,"맞으면 부끄러운",
Hammer_2_Fast_Attack_01,"데미지 증가",
Hammer_2_Knockback_01,"낙백 확률 증가",
Hammer_2_More_Damage_01,"데미지 증가",
Hammer_2_More_Damage_02,"데미지 증가",
Hammer_2_MultiAttack,"앞 뒤로 공격!",
Hammer_2_Synergy,"양쪽으로 커다란",
Hammer_3_Acquire,"맞으면 부끄러운",
Hammer_3_Fast_Attack_01,"데미지 증가",
Hammer_3_Knockback_01,"낙백 확률 증가",
Hammer_3_More_Damage_01,"데미지 증가",
Hammer_3_More_Damage_02,"데미지 증가",
Hammer_3_MultiAttack,"앞 뒤로 공격!",
Hammer_3_Synergy,"양쪽으로 커다란",
Hammer_4_Acquire,"맞으면 부끄러운",
Hammer_4_Fast_Attack_01,"데미지 증가",
Hammer_4_Knockback_01,"낙백 확률 증가",
Hammer_4_More_Damage_01,"데미지 증가",
Hammer_4_More_Damage_02,"데미지 증가",
Hammer_4_MultiAttack,"앞 뒤로 공격!",
Hammer_4_Synergy,"양쪽으로 커다란",
HammerF_0_Acquire,"Thunder Bonk!",
HammerF_0_Fast_Attack_01,"Damage Up",
HammerF_0_Knockback_01,"More Knockback",
HammerF_0_More_Damage_01,"Damage Up",
HammerF_0_More_Damage_02,"Damage Up",
HammerF_0_MultiAttack,"Front & Back!",
HammerF_0_Synergy,"Thor Smash!",
HammerF_1_Acquire,"Thunder Bonk!",
HammerF_1_Fast_Attack_01,"Damage Up",
HammerF_1_Knockback_01,"More Knockback",
HammerF_1_More_Damage_01,"Damage Up",
HammerF_1_More_Damage_02,"Damage Up",
HammerF_1_MultiAttack,"Front & Back!",
HammerF_1_Synergy,"Thor Smash!",
HammerF_2_Acquire,"Thunder Bonk!",
HammerF_2_Fast_Attack_01,"Damage Up",
HammerF_2_Knockback_01,"More Knockback",
HammerF_2_More_Damage_01,"Damage Up",
HammerF_2_More_Damage_02,"Damage Up",
HammerF_2_MultiAttack,"Front & Back!",
HammerF_2_Synergy,"Thor Smash!",
Hoop_0_Acquire,"빙글빙글 요요",
Hoop_0_FasterProjectiles_1,"더 빠른 회전",
Hoop_0_MoreProjectiles_1,"요요1개 추가",
Hoop_0_MoreProjectiles_2,"요요 1개 추가",
Hoop_0_MoreProjectiles_3,"요요 1개 추가",
Hoop_0_MoreStrongProjectile_1,"데미지 증가",
Hoop_0_Synergy,"멀티 요요",
Hoop_1_Acquire,"빙글빙글 요요",
Hoop_1_FasterProjectiles_1,"더 빠른 회전",
Hoop_1_MoreProjectiles_1,"요요1개 추가",
Hoop_1_MoreProjectiles_2,"요요 1개 추가",
Hoop_1_MoreProjectiles_3,"요요 1개 추가",
Hoop_1_MoreStrongProjectile_1,"데미지 증가",
Hoop_1_Synergy,"멀티 요요",
Hoop_2_Acquire,"빙글빙글 요요",
Hoop_2_FasterProjectiles_1,"더 빠른 회전",
Hoop_2_MoreProjectiles_1,"요요1개 추가",
Hoop_2_MoreProjectiles_2,"요요 1개 추가",
Hoop_2_MoreProjectiles_3,"요요 1개 추가",
Hoop_2_MoreStrongProjectile_1,"데미지 증가",
Hoop_2_Synergy,"멀티 요요",
Hoop_3_Acquire,"빙글빙글 요요",
Hoop_3_FasterProjectiles_1,"더 빠른 회전",
Hoop_3_MoreProjectiles_1,"요요1개 추가",
Hoop_3_MoreProjectiles_2,"요요 1개 추가",
Hoop_3_MoreProjectiles_3,"요요 1개 추가",
Hoop_3_MoreStrongProjectile_1,"데미지 증가",
Hoop_3_Synergy,"멀티 요요",
Hoop_4_Acquire,"빙글빙글 요요",
Hoop_4_FasterProjectiles_1,"더 빠른 회전",
Hoop_4_MoreProjectiles_1,"요요1개 추가",
Hoop_4_MoreProjectiles_2,"요요 1개 추가",
Hoop_4_MoreProjectiles_3,"요요 1개 추가",
Hoop_4_MoreStrongProjectile_1,"데미지 증가",
Hoop_4_Synergy,"멀티 요요",
Laser_0_Acquire,"레이져 발사!",
Laser_0_Faster_Laser_01,"더 빨리 회전!",
Laser_0_Faster_Laser_02,"더 빨리 회전!",
Laser_0_More_Laser_01,"레이져 2개 추가",
Laser_0_More_Laser_02,"레이져 2개 추가",
Laser_0_More_Laser_03,"레이져 2개 추가",
Laser_0_Synergy,"빙글빙글 레이져",
Laser_1_Acquire,"레이져 발사!",
Laser_1_Faster_Laser_01,"더 빨리 회전!",
Laser_1_Faster_Laser_02,"더 빨리 회전!",
Laser_1_More_Laser_01,"레이져 2개 추가",
Laser_1_More_Laser_02,"레이져 2개 추가",
Laser_1_More_Laser_03,"레이져 2개 추가",
Laser_1_Synergy,"빙글빙글 레이져",
Laser_2_Acquire,"레이져 발사!",
Laser_2_Faster_Laser_01,"더 빨리 회전!",
Laser_2_Faster_Laser_02,"더 빨리 회전!",
Laser_2_More_Laser_01,"레이져 2개 추가",
Laser_2_More_Laser_02,"레이져 2개 추가",
Laser_2_More_Laser_03,"레이져 2개 추가",
Laser_2_Synergy,"빙글빙글 레이져",
Laser_3_Acquire,"레이져 발사!",
Laser_3_Faster_Laser_01,"더 빨리 회전!",
Laser_3_Faster_Laser_02,"더 빨리 회전!",
Laser_3_More_Laser_01,"레이져 2개 추가",
Laser_3_More_Laser_02,"레이져 2개 추가",
Laser_3_More_Laser_03,"레이져 2개 추가",
Laser_3_Synergy,"빙글빙글 레이져",
Laser_4_Acquire,"레이져 발사!",
Laser_4_Faster_Laser_01,"더 빨리 회전!",
Laser_4_Faster_Laser_02,"더 빨리 회전!",
Laser_4_More_Laser_01,"레이져 2개 추가",
Laser_4_More_Laser_02,"레이져 2개 추가",
Laser_4_More_Laser_03,"레이져 2개 추가",
Laser_4_Synergy,"빙글빙글 레이져",
LaserF_0_Acquire,"Laser Fire!",
LaserF_0_Faster_Laser_01,"Faster Spin",
LaserF_0_Faster_Laser_02,"Faster Spin",
LaserF_0_More_Laser_01,"+2 Lasers",
LaserF_0_More_Laser_02,"+2 Lasers",
LaserF_0_More_Laser_03,"+2 Lasers",
LaserF_0_Synergy,"Laser Pinwheel!",
LaserF_1_Acquire,"Laser Fire!",
LaserF_1_Faster_Laser_01,"Faster Spin",
LaserF_1_Faster_Laser_02,"Faster Spin",
LaserF_1_More_Laser_01,"+2 Lasers",
LaserF_1_More_Laser_02,"+2 Lasers",
LaserF_1_More_Laser_03,"+2 Lasers",
LaserF_1_Synergy,"Laser Pinwheel!",
LaserF_2_Acquire,"Laser Fire!",
LaserF_2_Faster_Laser_01,"Faster Spin",
LaserF_2_Faster_Laser_02,"Faster Spin",
LaserF_2_More_Laser_01,"+2 Lasers",
LaserF_2_More_Laser_02,"+2 Lasers",
LaserF_2_More_Laser_03,"+2 Lasers",
LaserF_2_Synergy,"Laser Pinwheel!",
NanoF_0_Acquire,"Duck Squad!",
NanoF_0_Skill_01,"Damage Up",
NanoF_0_Skill_02,"Damage Up",
NanoF_0_Skill_03,"More Ducks",
NanoF_0_Skill_04,"More Ducks",
NanoF_0_Skill_05,"More Ducks",
NanoF_0_Synergy,"Duck Flood!",
NanoF_1_Acquire,"Duck Squad!",
NanoF_1_Skill_01,"Damage Up",
NanoF_1_Skill_02,"Damage Up",
NanoF_1_Skill_03,"More Ducks",
NanoF_1_Skill_04,"More Ducks",
NanoF_1_Skill_05,"More Ducks",
NanoF_1_Synergy,"Duck Flood!",
NanoF_2_Acquire,"Duck Squad!",
NanoF_2_Skill_01,"Damage Up",
NanoF_2_Skill_02,"Damage Up",
NanoF_2_Skill_03,"More Ducks",
NanoF_2_Skill_04,"More Ducks",
NanoF_2_Skill_05,"More Ducks",
NanoF_2_Synergy,"Duck Flood!",
OrigamiF_0_Acquire,"Paper Plane Attack!",
OrigamiF_0_More_Damage_01,"Stronger Hit",
OrigamiF_0_More_Damage_02,"Stronger Hit",
OrigamiF_0_More_Damage_03,"Stronger Hit",
